1076,810,1837,1303,408,120,184,292,1015,332,218,191,67,2312,1392,733,970,1597,1425,1315,2703,1283,578,1015,2606,373,406,901,3167,2249,824,1169,139,689,651,1925,184,2,2252,3277,2102,1555,2898,348,424,1449,47,2647,743,1015,1230,373,84,1907,332,84,1122,373,1230,1076,856,1076,184,1015,84,1122,373,1230,1076,1449,65,1076,271,2615,516,1449,263,2244,1076,1015,970,1907,2170,1392,1230,373,2076,743,789,271,2615,516,1449,263,2244,1076,1015,970,1907,2170,0
1392,1230,373,2076,743,789,39,2606,84,1015,1960,1892,39,84,1907,1076,39,84,1907,1076,373,1076,1015,184,766,3162,223,1346,784,1230,332,356,314,356,1076,1015,1907,789,573,2059,84,1306,1122,84,314,1907,502,65,2454,2824,1859,675,371,173,208,184,1076,1218,65,901,1015,292,1127,548,264,1311,1076,3143,373,853,876,1076,505,347,84,1907,220,51,3257,2824,356,1920,627,65,112,184,338,65,1218,821,2631,1294,65,1218,821,2631,1294,220,1015,84,0
484,1076,766,3336,359,2114,1960,223,184,1733,960,860,263,3235,2586,3019,1088,2607,1894,24,220,1015,84,484,1076,766,3336,359,2114,1960,223,184,1733,960,860,263,3235,2586,3019,1088,2607,1894,24,1052,1793,84,65,1230,373,1015,2690,853,2587,1279,790,1230,810,1076,2528,1011,1230,810,1076,2528,1011,693,1582,65,156,1452,2066,2102,65,84,1907,502,51,65,84,1907,502,51,1052,347,1892,1122,84,1052,347,1892,1122,84,744,2591,2128,3002,1907,744,2591,2128,0
3002,1907,84,65,1015,779,458,314,1076,2648,65,1907,292,84,84,65,1015,779,458,84,65,1015,779,458,1737,412,1182,119,300,84,373,1978,232,666,1942,425,282,2645,1015,559,1230,373,594,369,1907,789,2591,48,2059,237,84,1907,1015,2315,39,1230,789,2591,48,2059,237,84,1907,1015,2315,39,1230,1907,51,39,84,777,1392,1230,1076,1597,2528,130,314,112,525,139,373,1015,1892,1337,1169,84,1015,1076,1892,1122,1907,894,709,2598,1971,2655,373,1337,0
1230,332,1030,1218,348,1452,726,1241,1316,3027,1425,1011,65,314,1076,828,218,560,3073,130,184,2635,970,709,365,1907,112,1015,458,363,1174,2121,784,2188,1660,802,332,84,1613,328,342,1825,755,2502,84,1613,328,342,1825,755,2502,1122,39,332,1702,376,1961,2790,2502,1766,328,1803,854,1122,748,51,39,777,84,1015,1076,1892,1122,1907,894,709,2598,1971,2655,373,1337,1230,332,1030,1218,348,1452,726,1241,1316,3027,1425,1624,73,712,2796,1782,588,2451,1299,0
39,342,1015,2374,51,39,84,1892,65,1076,130,2346,1122,51,404,1196,1470,1449,369,1907,84,220,51,39,1230,1425,373,39,1907,98,84,524,365,1230,2606,220,1236,1425,112,373,1344,1251,1423,369,1218,1891,348,1866,1675,576,314,1052,1230,1076,1015,382,1097,1051,1837,412,65,314,1076,184,1425,84,3027,65,1076,184,1015,560,1395,1961,784,356,137,347,1096,65,1076,184,1015,560,1395,1961,784,356,137,347,1096,1892,1015,1122,51,39,1015,777,1127,377,0
1719,65,84,184,348,1624,1122,65,84,184,348,1624,1122,51,1052,1011,1907,894,512,65,1076,218,484,1960,1961,1744,1015,332,1097,1051,1011,22,1303,65,1218,382,1218,546,821,2133,1076,67,332,1660,2685,1892,748,1961,2598,51,1015,1973,292,1792,2685,65,462,1402,35,1230,1076,127,116,1011,218,191,1197,1122,84,602,1572,709,1015,1907,332,1097,1051,1916,1892,1391,1449,709,356,608,200,1716,1052,1230,116,1076,810,382,1218,546,821,2133,314,3190,254,174,0
398,356,112,292,527,354,189,2534,2445,2480,65,1417,1128,1434,1248,1076,65,1218,1076,67,332,1660,2685,1892,748,1961,2598,51,2022,1372,1011,1303,62,810,1076,127,1660,412,51,39,373,1230,777,84,1052,1572,1907,2034,1256,1392,3072,291,2813,1913,84,1076,1073,900,3294,1007,1907,854,2845,1392,2022,1076,1011,1907,314,444,1076,2267,184,369,1122,1015,1218,2357,877,2480,2708,1892,1907,292,1425,1230,84,59,342,876,1076,1825,113,356,524,1389,2083,2738,1149,2789,0
1646,2942,334,2700,2783,976,1291,51,39,495,84,1892,503,1452,2443,1624,1034,700,1859,375,399,1015,1572,1907,1292,1122,51,1052,1011,1907,184,692,844,1702,2539,1015,1507,370,1947,1662,1076,1647,1218,1230,1572,1011,1907,342,84,1230,1015,332,1766,1907,84,2754,512,1582,220,220,1236,1015,332,748,1076,1232,373,1892,518,384,3138,1740,1011,342,332,1892,2,853,1015,1315,910,1450,1076,1837,84,1122,2,2528,3155,524,1907,1218,51,39,777,84,220,224,744,385,0
1624,72,78,970,3170,340,719,1074,3044,1452,2963,1672,726,2619,399,1907,789,85,369,39,1425,1230,373,1076,1015,1236,1859,675,853,981,2829,2316,3197,1916,174,910,1737,1076,305,1624,970,356,354,1943,560,1741,2203,314,487,1249,3229,2973,512,1907,1907,1218,512,1076,1011,1076,127,116,1011,1907,51,39,373,1230,121,65,1076,314,2606,373,1015,1892,1907,84,1076,220,853,1076,1015,1122,824,1449,1400,1402,1076,218,2188,321,365,181,1122,84,602,1907,369,810,0
1076,1344,512,1907,1122,84,444,1015,2528,484,1015,1052,51,84,1076,1892,2606,1960,332,709,1011,1076,748,347,116,100,1916,1597,1122,1076,1011,1907,502,2886,701,1052,2456,1015,1076,115,116,1892,1108,2188,112,2435,2557,717,1619,3196,2624,1821,1111,2209,1448,161,184,2009,3137,3272,1173,1385,1004,962,2726,1117,3006,63,509,485,3024,836,2598,1392,356,810,1076,65,970,356,894,709,412,174,1943,853,626,2,373,356,1230,1015,223,184,332,663,1572,1011,1907,342,0
1624,220,932,573,2374,789,1236,1015,1230,2082,341,1806,1916,1076,1303,218,733,1885,1122,84,602,1907,369,1015,1892,1122,84,573,1196,1402,1572,1907,1218,932,1076,1169,2474,525,576,3131,84,1015,1907,2606,373,1122,65,332,1076,1218,1122,910,51,39,84,1238,2199,789,2634,1255,466,1048,84,1122,1907,1015,1449,1218,2116,1421,744,525,314,65,1907,347,1076,2374,1218,902,1892,314,487,1249,3229,1122,51,59,84,777,347,3225,1076,1624,1034,65,84,1076,1230,1907,0
1076,1230,373,373,84,84,1015,424,1449,1449,2655,810,1076,1011,137,2097,1076,155,332,1246,2704,709,1372,218,373,1660,1303,1142,408,1011,1015,84,1122,3208,2131,2989,1015,1230,373,223,663,1907,1076,758,1096,2188,1943,376,1122,748,51,39,84,347,1015,2480,1096,1983,2353,615,784,356,554,423,1730,1076,1230,84,1907,65,1392,1076,373,1572,1907,342,2374,373,1015,1122,748,2598,51,39,314,373,1907,84,314,356,1076,458,292,1943,1392,356,1230,1076,784,3182,0
784,1015,1230,1907,1797,1943,542,1392,2646,1218,1154,45,2499,628,1056,1961,332,1015,1960,2606,502,214,218,1076,1794,775,342,682,645,1613,940,428,2060,2,84,1907,223,292,1015,3073,184,671,901,406,810,1076,127,1660,1303,1122,373,1230,1015,332,11,45,2502,1766,1303,2420,1907,375,1449,1251,2518,907,1569,2274,1907,112,2633,2374,28,1855,1877,580,927,2786,373,2584,169,970,2072,1230,675,2889,3058,500,932,1425,1869,1183,3166,2374,1015,2432,1218,1624,853,184,0
2993,223,1015,27,595,3105,292,709,332,748,119,1328,408,1122,84,1392,1076,1015,1983,347,627,1096,347,1597,1076,2185,1076,1015,1620,356,67,342,977,353,356,5,527,1015,1572,1907,342,1122,1052,421,1122,2374,84,39,220,1907,512,84,1303,524,146,1298,2300,2419,1338,373,1230,1015,663,1005,369,1907,1971,1309,2898,789,1170,2203,2167,348,112,184,84,2528,3155,1011,512,1907,502,1052,1298,1015,2606,1230,373,1907,932,1076,1349,408,1660,1303,184,3336,1015,1015,0
1572,1907,342,930,649,1597,2606,1304,1214,1916,1391,1978,1892,1449,2167,1315,1122,2,84,373,1015,1452,1892,1907,2606,373,84,1015,39,524,354,356,1624,1961,1916,1907,762,1122,314,1052,184,369,1122,51,39,2,84,1076,2,84,65,626,1122,51,39,1076,1907,1076,218,709,376,65,184,1015,2664,99,412,1011,356,113,347,347,314,65,1076,1015,288,65,1126,789,1230,347,1076,1572,1907,342,1122,1052,1076,1015,1425,1122,51,39,84,369,51,39,84,602,0
777,1961,1650,65,84,1076,1015,147,2606,1122,1122,51,39,2,84,1122,1907,1230,373,1425,220,84,369,342,332,2092,916,2347,45,766,3162,627,24,748,1076,1015,332,27,84,314,1907,1076,1961,2456,39,1122,748,84,373,1230,1907,502,1052,1218,412,84,1892,1246,560,2606,1328,527,356,1076,784,1076,1572,1907,342,810,1230,1076,373,1907,1122,51,39,2,84,1015,184,901,84,1076,65,332,1961,1860,1076,65,84,2171,332,1961,709,218,191,901,3057,356,0
1011,2711,427,2082,1076,314,184,2631,1361,1076,1011,1315,2486,423,223,527,1076,1892,292,2312,1122,2598,314,373,1392,1752,399,496,1449,2362,1015,1076,671,1907,784,1346,709,365,184,402,347,405,2,373,356,1076,84,2606,1015,2633,682,1907,1122,784,560,1395,854,2824,1961,2598,1716,356,438,356,2598,1716,1076,65,375,1052,1793,876,1122,1020,1572,1907,1292,1449,1076,184,65,2332,84,241,2811,1122,1791,682,51,39,748,1015,332,1597,3206,1449,84,726,77,65,0
439,2824,499,627,484,1960,1015,1597,1892,1122,853,1076,1303,1425,1315,1122,2,84,373,1015,1452,1892,1907,1122,2425,1791,1907,220,221,347,314,1907,1076,1298,1892,218,1076,84,112,314,1853,1011,1907,1315,1122,2386,1011,726,1122,51,39,2,84,1122,51,39,2,1907,748,2,484,1015,332,2993,1961,2499,1122,51,39,1076,1907,1015,2606,1960,1961,766,2535,958,784,356,1737,1901,356,1230,112,184,901,84,1076,1015,65,1961,2797,1076,65,84,2171,332,1961,709,0
218,191,901,3057,356,3194,1704,3240,1695,709,1076,314,65,184,1892,84,1218,877,39,2606,1960,1961,2427,332,116,129,218,127,427,1392,214,2289,369,184,65,314,373,1907,1230,1892,1015,1449,578,1859,1124,1076,1025,1154,748,51,39,84,2528,1907,1236,709,709,1892,84,51,1961,1943,65,1392,100,2217,65,512,1103,2568,1845,1350,2561,100,664,3163,52,22,733,1218,2357,2,373,292,356,1230,1973,1015,1907,1955,332,970,1171,1015,1230,373,2328,2,1955,1332,0
1455,2213,2361,523,1213,757,1810,2103,1449,1218,2116,1421,744,525,462,3206,1572,1907,84,220,1015,373,1122,84,1572,1582,2502,2824,1073,369,1076,84,65,1425,223,709,1624,467,1392,1470,524,2246,353,1230,1076,1015,127,663,1572,1011,1907,342,1315,51,39,84,1262,2131,2989,1015,1230,373,223,663,1907,1076,758,1096,2188,1943,376,1392,810,1076,1303,1344,369,356,184,65,502,1218,1015,2312,1230,373,1425,901,365,709,2,2363,84,220,2606,2598,1785,1624,2995,3206,0
2199,2634,1255,466,1071,557,397,775,342,682,645,1613,940,428,2060,2,84,748,1076,1015,332,27,1907,220,51,39,777,1444,2461,1633,512,667,1943,1076,1015,67,184,1907,223,292,1015,3073,184,671,901,406,856,1943,1218,1892,223,2246,2753,1907,1076,2633,314,218,2598,1907,1015,1230,853,970,65,855,1127,3145,1815,1002,1122,314,444,1294,1066,1122,84,1392,1076,1015,1983,347,627,1096,84,773,529,344,195,2295,829,2950,3139,640,1100,2046,212,1714,80,1100,0
2046,624,848,2538,1010,1015,332,373,1230,113,1122,2425,1791,1907,220,1907,1969,213,1011,2692,1663,2636,184,1076,65,100,1907,3190,687,1015,1122,51,39,2,84,65,184,369,2606,1960,1530,930,524,1015,894,1318,495,901,184,373,1230,1907,1122,51,39,314,444,932,1907,84,1230,1076,1015,1425,1122,1296,147,126,1059,218,1076,84,112,314,1853,1011,1943,356,1076,408,292,84,2598,1076,1015,1907,1011,2598,1076,1015,1907,1011,1122,9,347,910,84,314,1859,1341,0
853,1907,184,3336,3185,2536,2535,767,3303,484,1443,2753,1218,709,45,2499,628,1056,1961,332,1015,1960,2606,502,214,218,1076,1794,65,1076,1015,84,1122,314,65,1076,1666,2580,296,151,1807,1343,1218,1057,1403,180,1624,1184,278,70,899,3265,2206,2956,2584,350,2543,1901,1489,15,2614,184,1907,51,1425,484,783,347,353,1052,1076,1015,116,810,406,560,408,1907,3073,2606,373,2,332,1052,1392,1076,116,395,51,84,1122,1907,369,548,264,84,1311,2051,1892,709,0
332,1737,184,495,1449,1402,184,130,84,1436,237,1015,332,748,1582,1236,1993,2425,2641,1956,481,260,2007,281,184,130,2613,314,65,1076,2449,647,2831,2999,1760,1449,3147,1765,841,2635,1964,3086,2622,1102,548,264,84,1311,51,39,2,2528,3155,1052,228,365,1907,356,578,2606,1230,373,1960,1218,590,1961,2807,589,784,1346,2,2170,1452,1015,332,492,2246,1813,2349,149,952,2370,408,129,467,331,1030,1726,2521,127,1793,1015,332,748,1961,1230,373,1425,2024,116,0
574,3301,1468,608,2264,1496,51,84,496,169,1816,1907,1122,860,2481,347,1597,1961,2598,1315,1737,332,1122,65,1907,1015,356,405,2870,84,1015,332,1907,51,39,1245,84,777,2,219,1449,1076,3206,113,373,1230,406,1076,84,184,347,402,901,709,2967,560,1230,1634,2824,2603,160,128,65,1076,1298,2722,735,709,130,347,223,190,2708,84,1907,1122,1015,332,1597,2405,184,1298,84,314,1076,709,1648,268,2915,84,314,65,1015,3020,1810,1632,560,1648,2296,1755,0
1242,1246,356,2370,1199,277,952,2865,1465,1449,1825,373,65,84,1122,1892,1907,1230,1015,1076,748,1076,1892,1841,1303,383,553,191,709,1015,332,1218,1122,51,39,2,84,2973,512,1907,84,1076,65,356,347,1218,184,1230,816,2367,1907,342,709,112,1315,1737,373,1052,576,1052,421,1122,2374,84,184,1076,1015,1230,373,1859,314,1122,2598,1892,408,1660,373,1392,1230,1076,1015,127,970,1116,67,2,1230,1076,116,1011,1425,1122,51,39,2,84,1015,356,1624,2727,0
1907,1926,332,1961,784,560,1346,1230,373,1452,1978,2655,789,375,2443,2199,2634,1255,466,240,1590,525,1907,49,2872,2304,3122,292,1973,3131,47,306,37,2505,1076,1015,1230,373,223,2898,2012,1287,1052,1011,512,1907,1907,502,1052,1218,412,1436,1421,744,748,1076,1015,332,27,1961,2,84,943,65,1015,1076,726,2892,526,1198,1564,1122,51,39,84,369,1792,2685,748,1961,938,332,628,986,84,1907,484,1960,3,517,1961,2,784,1346,27,1237,2824,1739,625,424,0
663,84,314,356,1096,3206,2,901,356,1076,2318,1076,2593,1015,1865,356,2,354,84,1122,1015,1076,1656,709,1907,39,1076,484,1960,1015,332,1961,784,1892,2,424,188,1015,2841,1449,353,1230,1076,1015,127,84,39,347,1015,1907,121,1076,2,84,65,626,1122,1015,1572,1907,342,1076,184,84,1122,1791,682,748,51,1392,810,1076,1572,1011,84,1076,184,1907,445,1122,2528,3155,1907,84,1943,901,1076,408,1907,1218,1011,512,833,2584,2754,1076,184,2686,1556,455,0
644,1294,1198,2881,1669,923,1938,2267,2114,539,84,314,1825,1230,1834,459,1076,1015,332,2606,116,2162,2058,1907,365,709,84,706,2069,2824,1680,1076,184,1122,263,65,1076,65,184,1015,2606,1122,51,39,2,84,1122,51,39,2,84,84,2502,854,3139,1109,1015,332,484,1960,2,1723,220,314,65,1597,1223,682,84,39,1122,1076,1907,1015,1960,2606,2,1425,1597,1660,408,328,130,184,3346,2135,2754,84,1015,1230,373,2042,244,246,1453,2923,192,90,435,3206,0
356,578,3113,488,2983,1218,1122,51,39,2,84,84,39,1122,1076,1907,1015,1960,2606,2,1425,1597,1660,408,328,1097,1051,1122,573,221,1076,1907,1983,1182,1392,164,790,1015,1973,292,223,1122,347,444,2443,833,2598,901,1230,1015,709,65,84,1076,1230,1907,1122,748,1315,39,84,373,1230,1076,1218,1961,1230,373,2606,373,2428,1892,223,3164,1015,332,784,1943,2829,356,354,748,970,1896,1199,1203,785,2,943,1961,2499,357,602,982,2502,1223,2606,1960,1015,1971,0
881,2406,386,3345,349,3224,1003,1230,373,3,1015,332,1892,184,709,1907,424,188,918,3156,152,625,578,1402,748,2007,1315,1943,325,373,1157,1122,748,1315,39,2,373,356,1230,1076,1015,1076,406,332,1907,1122,373,1230,1015,332,11,45,2502,1766,1303,2420,1907,1015,1076,1122,1169,3192,1907,1766,626,356,1015,1218,412,347,1076,1572,1907,342,1076,116,1015,1597,2528,1015,1572,1907,342,84,766,1015,1624,1076,353,1076,1015,1011,22,1076,1907,84,373,1230,1076,1218,0
373,1230,2421,1015,1218,1076,84,1013,1907,184,1723,1878,813,1015,1076,628,332,3056,406,1971,1298,733,201,1303,2395,2207,1907,1572,342,1015,1572,1907,342,930,649,1597,2606,1304,1214,1916,1391,1978,1892,1449,2167,1052,1392,1230,1076,116,1907,1218,512,1076,1011,130,184,3346,2135,2754,84,1015,1230,373,2042,244,246,1453,2923,192,90,435,3206,356,578,3113,488,2983,1218,84,314,356,1096,3206,84,1907,65,1122,1859,184,2754,1076,292,1361,2664,767,2953,1504,1122,84,0
356,1973,369,84,347,1076,1230,373,1425,1597,1015,332,39,2502,1907,220,1791,2824,1298,65,314,1624,1943,1076,1015,67,184,1315,51,39,84,1262,1169,2211,1015,1449,1897,375,1404,1924,1624,39,748,332,2606,373,369,342,1122,84,314,1907,2199,752,512,1425,2518,1076,1015,1015,1076,1892,2734,1715,2606,373,709,127,2,3190,1597,434,3267,356,748,1491,406,1122,1791,682,2,84,1015,1907,2606,373,2463,84,220,1907,988,2697,1230,2606,39,524,2199,1766,3286,1993,0
